HREKG,PRESS,ARTCO2,MINVOL,VENTALV,HRBP,INTUBATION,CVP,LVEDVOLUME,PULMEMBOLUS,EXPCO2,FIO2,INSUFFANESTH,HRSAT,SAO2,DISCONNECT,TPR,CATECHOL,LVFAILURE,ANAPHYLAXIS,PVSAT,STROKEVOLUME,VENTLUNG,MINVOLSET,VENTTUBE,ERRCAUTER,HYPOVOLEMIA,ERRLOWOUTPUT,BP,KINKEDTUBE,PCWP,HR,HISTORY,PAP,VENTMACH,SHUNT,CO
LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,LOW,FALSE,LOW,NORMAL,TRUE,HIGH,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,ZERO,FALSE,FALSE,FALSE,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,NORMAL,NORMAL
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,LOW,ZERO,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH
HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,LOW,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,HIGH,FALSE,FALSE,FALSE,HIGH,TRUE,LOW,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH
HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,HIGH,HIGH,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,NORMAL,NORMAL
HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,ZERO,FALSE,TRUE,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,NORMAL,NORMAL
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,NORMAL,HIGH,ZERO,ZERO,LOW,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,HIGH,FALSE,HIGH,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,ONESIDED,LOW,LOW,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,HIGH,HIGH
LOW,HIGH,HIGH,LOW,LOW,LOW,ESOPHAGEAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,TRUE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,TRUE,ZERO,LOW,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,HIGH,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,HIGH,LOW
HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,TRUE,FALSE,HIGH,LOW,LOW,HIGH,HIGH,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,TRUE,NORMAL,HIGH,NORMAL,LOW
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,LOW
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,TRUE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,ZERO,HIGH,ZERO,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,TRUE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,NORMAL,FALSE,FALSE,TRUE,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,ZERO,HIGH,NORMAL,LOW,HIGH,ESOPHAGEAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,TRUE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,ZERO,FALSE,FALSE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,TRUE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,TRUE,TRUE,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,TRUE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,NORMAL,HIGH
HIGH,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,TRUE,HIGH,NORMAL,TRUE,LOW,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,HIGH,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,HIGH,TRUE,LOW,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,NORMAL,NORMAL,NORMAL
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,TRUE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,HIGH,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,TRUE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,TRUE,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,TRUE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,LOW
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,NORMAL,TRUE,LOW,LOW,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,HIGH,LOW
HIGH,HIGH,HIGH,ZERO,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,TRUE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,NORMAL,NORMAL,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,TRUE,HIGH,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,LOW,NORMAL,ZERO,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,NORMAL,LOW
NORMAL,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,ZERO,TRUE,FALSE,FALSE,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH
HIGH,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,FALSE,HIGH,NORMAL,TRUE,HIGH,LOW,TRUE,LOW,HIGH,FALSE,FALSE,LOW,LOW,HIGH,HIGH,NORMAL,FALSE,TRUE,TRUE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,LOW
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,TRUE,HIGH,NORMAL,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,TRUE,NORMAL,HIGH,FALSE,HIGH,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,TRUE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,TRUE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,LOW,TRUE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,ZERO,FALSE,FALSE,FALSE,NORMAL,TRUE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,LOW,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,TRUE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,HIGH,LOW,TRUE,HIGH,NORMAL,NORMAL,LOW
LOW,LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,FALSE,LOW,LOW,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,HIGH,NORMAL,NORMAL,NORMAL
LOW,NORMAL,HIGH,ZERO,ZERO,LOW,NORMAL,LOW,NORMAL,FALSE,LOW,NORMAL,TRUE,LOW,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,TRUE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,LOW,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,LOW
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,TRUE,NORMAL,LOW,FALSE,LOW,HIGH,TRUE,FALSE,LOW,NORMAL,ZERO,HIGH,LOW,TRUE,FALSE,FALSE,LOW,FALSE,LOW,HIGH,TRUE,NORMAL,HIGH,NORMAL,HIGH
HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,LOW,NORMAL,HIGH,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,LOW
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,TRUE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,LOW,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,LOW,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,TRUE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,ZERO,TRUE,FALSE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,NORMAL,LOW,NORMAL,NORMAL
LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,TRUE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,HIGH,HIGH,FALSE,TRUE,FALSE,HIGH,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL
LOW,HIGH,HIGH,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,HIGH,NORMAL
HIGH,LOW,HIGH,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,LOW
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,FALSE,HIGH,LOW,TRUE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
